SEC ID,Latest Name,Previous Names (@@@ separator),Latest NAICS Industry Sector Name,Latest NAICS Industry Sector Code,Previous NAICS Industry Sector Names (@@@ separator),Previous NAICS Industry Sector Codes (@@@ separator),Latest SIC Industry Code,Previous SIC Industry Codes (@@@ separator)
1025996,Kilroy Realty Corp,,Finance and Insurance,52,,,6798,
1026214,Federal Home Loan Mortgage Corp,,Finance and Insurance,52,,,6111,
1026650,Eresearchtechnology Inc /DE/,,"Professional, Scientific, and Technical Services",54,,,8734,
1026655,Core Molding Technologies Inc,,Manufacturing,33,,,3089,
1026743,"Euramax Holdings, Inc.",,Manufacturing,33,,,3444,
1027099,RJO Global Trust,,Finance and Insurance,52,,,6221,
1027183,First South Bancorp Inc /VA/,,Finance and Insurance,52,,,6022,
1027207,Epiq Systems Inc,,"Professional, Scientific, and Technical Services",54,,,7371,
1027235,Asia Travel Corp,Piranha Ventures Inc@@@Realgold International Inc,Accommodation and Food Services,72,Information,51,7011,7372
102729,Valmont Industries Inc,,Manufacturing,33,,,3440,
102741,Valspar Corp,,Manufacturing,32,,,2851,
1027484,"Carrier Alliance Holdings, Inc.",Tilden Associates Inc,Retail Trade,45,,,5531,
102752,VSE Corp,,"Professional, Scientific, and Technical Services",54,,,8711,
1027838,Tactile Systems Technology Inc,,Manufacturing,33,,,3841,
1027884,Chicago Bridge & Iron CO N V,,Construction,23,,,1700,
1028087,American Dental Partners Inc,,Health Care and Social Assistance,62,,,8090,
1028153,"Axion Power International, Inc.",,Manufacturing,33,,,3690,
1028215,KMG Chemicals Inc,,Manufacturing,32,,,2800,
1028394,Voyager Entertainment International Inc,,Manufacturing,33,,,3590,
1028536,Hyperview Ltd.,,Retail Trade,44,,,5731,
1028734,Cobiz Financial Inc,,Finance and Insurance,52,,,6021,
1028918,Pacific Premier Bancorp Inc,,Finance and Insurance,52,,,6022,
1028954,Sussex Bancorp,,Finance and Insurance,52,,,6022,
1028985,"Spectrum Brands, Inc.",,Manufacturing,33,,,3690,
1029023,Syntroleum Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1029125,"SUN Biopharma, Inc.","Cimarron Medical, Inc.@@@Cimarron Software Inc",Manufacturing,32,"Professional, Scientific, and Technical Services",54,2834,7373
1029142,Dynavax Technologies Corp,,Manufacturing,32,,,2834,
1029199,Euronet Worldwide Inc,,Finance and Insurance,52,,,6099,
1029299,"Deltek, Inc",,"Professional, Scientific, and Technical Services",54,,,7371,
1029356,"Regatta Capital Partners, Inc.",,"Arts, Entertainment, and Recreation",71,,,7819,
1029454,Mobile Area Networks Inc,,Manufacturing,32,,,3080,
1029506,Ralcorp Holdings Inc /MO,,Manufacturing,31,,,2040,
1029581,Modsys International LTD,Bluephoenix Solutions LTD,"Professional, Scientific, and Technical Services",54,,,7371,
1029630,GS Financial Corp,,Finance and Insurance,52,,,6036,
1029730,Ladenburg Thalmann Financial Services Inc.,Ladenburg Thalmann Financial Services Inc,Finance and Insurance,52,,,6211,6200
1029744,Sonic Foundry Inc,,Manufacturing,33,,,3663,
1029800,Urstadt Biddle Properties Inc,,Finance and Insurance,52,,,6798,
1029802,China Fruits Corp,China Fruits Corportion,Wholesale Trade,42,Manufacturing,31,5150,2080
1029831,Hillman Companies Inc,,Wholesale Trade,42,,,5080,
1030058,Worldgate Communications Inc,,Information,51,,,4841,
1030192,NEW Jersey Mining CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,
1030206,Vascular Solutions Inc,,Manufacturing,33,,,3841,
1030469,OFG Bancorp,Oriental Financial Group Inc,Finance and Insurance,52,,,6022,
1030471,Utstarcom Inc,,Manufacturing,33,,,3669,
1030484,Renaissance Learning Inc,,Information,51,,,7372,
1030749,Gulfmark Offshore Inc,,Manufacturing,33,,,3533,
1030896,Bluefly Inc,,Retail Trade,45,,,5961,
1030916,Premier Holding Corp.,,Utilities,22,Manufacturing,33,4911,3531
103096,TRC Companies Inc /DE/,,"Professional, Scientific, and Technical Services",54,Administrative and Support and Waste Management and Remediation Services,56,8711,4955
1031028,Globecomm Systems Inc,,Manufacturing,33,,,3663,
1031029,"Startek, Inc.",Startek Inc,Administrative and Support and Waste Management and Remediation Services,56,,,7363,
1031093,"Silver Bull Resources, Inc.",Metalline Mining CO,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1031203,Group 1 Automotive Inc,,Retail Trade,44,,,5500,
1031223,PHL Variable Insurance CO /CT/,,Finance and Insurance,52,,,6311,
1031233,Pinnacle Bankshares Corp,,Finance and Insurance,52,,,6021,
1031235,"Global Self Storage, Inc.",,Finance and Insurance,52,,,6798,
1031296,Firstenergy Corp,,Utilities,22,,,4911,
1031316,Franklin Street Properties Corp /MA/,,Finance and Insurance,52,,,6798,
103145,Veeco Instruments Inc,,Manufacturing,33,,,3559,
1031623,Gulf Island Fabrication Inc,,Manufacturing,33,,,3440,
1031896,American Soil Technologies Inc,,Manufacturing,32,,,2870,
1031927,"Echo Therapeutics, Inc.",,Manufacturing,33,,,3845,
1032033,SLM Corp,,Finance and Insurance,52,,,6141,
1032067,Meade Instruments Corp,,Manufacturing,33,,,3827,
1032208,Sempra Energy,,Utilities,22,,,4932,
1032220,Maximus Inc,,Other Services (except Public Administration),81,,,7389,
1032761,Keynote Systems Inc,,Other Services (except Public Administration),81,,,7389,
1032863,Force Protection Inc,,Manufacturing,33,,,3790,
10329,Bassett Furniture Industries Inc,,Manufacturing,33,,,2511,
1032975,Logitech International SA,,Manufacturing,33,,,3577,
1033012,Flagstar Bancorp Inc,,Finance and Insurance,52,,,6035,
1033032,Silverleaf Resorts Inc,,Other Services (except Public Administration),81,,,6531,
1033128,First Industrial LP,,Finance and Insurance,52,,,6798,
103379,V F Corp,,Manufacturing,31,,,2320,
1033905,Luminex Corp,,Manufacturing,33,,,3841,
1034054,SBA Communications Corp,,Finance and Insurance,52,Other Services (except Public Administration),81,6798,4899
1034563,Icahn Enterprises Holdings L.P.,,Manufacturing,33,Manufacturing,32,3714,2911
1034592,Omnicomm Systems Inc,,Other Services (except Public Administration),81,,,7389,
1034594,BAY Banks OF Virginia Inc,,Finance and Insurance,52,,,6022,
1034669,Fisher Communications Inc,,Information,51,,,4833,
1034670,Autoliv Inc,,Manufacturing,33,,,3714,
1034755,Brigham Exploration CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1034760,Widepoint Corp,,"Professional, Scientific, and Technical Services",54,,,7373,
1034842,Rigel Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1035002,Valero Energy Corp/Tx,,Manufacturing,32,,,2911,
1035092,Shore Bancshares Inc,,Finance and Insurance,52,,,6021,
1035201,California Water Service Group,,Utilities,22,,,4941,
1035216,South Jersey GAS CO,South Jersey GAS Co/New,Transportation and Warehousing,48,,,4923,
1035267,Intuitive Surgical Inc,,Manufacturing,33,,,3842,
1035354,"Sevion Therapeutics, Inc.",Senesco Technologies Inc,"Professional, Scientific, and Technical Services",54,,,8731,
1035422,"CTT Pharmaceutical Holdings, Inc.",Industrial Minerals Inc@@@Mindesta Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,
1035443,Alexandria Real Estate Equities Inc,,Finance and Insurance,52,,,6798,
1035675,Nstar/Ma,,Utilities,22,,,4911,
1035688,Select Medical Corp,,Health Care and Social Assistance,62,,,8093,
1035748,Callidus Software Inc,,"Professional, Scientific, and Technical Services",54,,,7371,
103595,Village Super Market Inc,,Retail Trade,45,,,5411,
1035976,"Fncb Bancorp, Inc.",First National Community Bancorp Inc,Finance and Insurance,52,,,6021,
1035983,Comfort Systems USA Inc,,Construction,23,,,1731,
1035991,First Robinson Financial Corp,,Finance and Insurance,52,,,6035,
1036030,Wayne Savings Bancshares Inc /DE/,,Finance and Insurance,52,,,6035,
1036044,"Identiv, Inc.","Identive Group, Inc.",Manufacturing,33,,,3577,
1036070,Stellarone Corp,,Finance and Insurance,52,,,6022,
1036188,QAD Inc,,Information,51,,,7372,
1036262,Intest Corp,,Manufacturing,33,,,3825,
1036292,Signature Eyewear Inc,,Manufacturing,33,,,3851,
1036478,Genie Gateway,WWA Group Inc,Information,51,Other Services (except Public Administration),81,4841,7389
1036500,WNC Housing TAX Credit Fund VI LP Series 5,,Real Estate and Rental and Leasing,53,,,6513,
103682,Virginia Electric & Power CO,,Utilities,22,,,4911,
1036848,Aerocentury Corp,,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
1036960,Fairchild Semiconductor International Inc,,Manufacturing,33,,,3674,
1036968,"Diadexus, Inc.",,Manufacturing,32,,,2834,
1037016,NII Holdings Inc,,Information,51,,,4812,
1037038,Ralph Lauren Corp,Polo Ralph Lauren Corp,Manufacturing,31,,,2320,
1037049,Aurora Gold Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1037115,Orbit FR Inc,,Manufacturing,33,,,3825,
1037131,Players Network,,Information,51,,,4841,
1037156,WNC Housing TAX Credit Fund VI LP Series 6,,Real Estate and Rental and Leasing,53,,,6513,
1037189,Westport Futures Fund L.P.,Westport JWH Futures Fund LP,Finance and Insurance,52,,,6221,
103730,Vishay Intertechnology Inc,,Manufacturing,33,,,3670,
1037390,"Griffin Industrial Realty, Inc.",Griffin Land & Nurseries Inc,Real Estate and Rental and Leasing,53,"Agriculture, Forestry, Fishing and Hunting",11,6500,0100
1037461,BJS Wholesale Club Inc,,Retail Trade,45,,,5331,
1037540,Boston Properties Inc,,Finance and Insurance,52,,,6798,
1037646,Mettler Toledo International Inc/,,Manufacturing,33,,,3826,
1037649,Interleukin Genetics Inc,,Manufacturing,32,,,2835,
1037676,Arch Coal Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1037760,Cepheid,,Manufacturing,33,,,3826,
1037868,Ametek Inc/,,Manufacturing,33,,,3621,
1037949,Qwest Communications International Inc,,Information,51,,,4813,
1037976,Jones Lang Lasalle Inc,,Other Services (except Public Administration),81,,,6531,
1038074,Silicon Laboratories Inc,,Manufacturing,33,,,3674,
1038133,Heska Corp,,Manufacturing,32,,,2836,
1038205,Bank OF THE Ozarks Inc,,Finance and Insurance,52,,,6022,
1038222,"Reis, Inc.",,Other Services (except Public Administration),81,,,7389,
1038277,International Isotopes Inc,,Manufacturing,33,,,3823,
1038280,Mac-Gray Corp,,Other Services (except Public Administration),81,,,7200,
1038286,Golden State Petroleum Transport Corp,,Transportation and Warehousing,48,,,4400,
1038357,Pioneer Natural Resources CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1038363,Metals USA Inc,,Wholesale Trade,42,,,5051,
1038509,Pruco Life Insurance OF NEW Jersey,,Finance and Insurance,52,,,6311,
103872,"Volt Information Sciences, Inc.",,Administrative and Support and Waste Management and Remediation Services,56,,,7363,
1038773,Smartfinancial Inc.,Cornerstone Bancshares Inc,Finance and Insurance,52,,,6021,
103884,Alexanders J Corp,,Accommodation and Food Services,72,,,5812,
1039065,OSI Systems Inc,,Manufacturing,33,,,3674,
1039101,"L3 Technologies, Inc.",L 3 Communications Corp,Manufacturing,33,,,3663,
1039151,Kendle International Inc,,"Professional, Scientific, and Technical Services",54,,,8731,
1039184,Trailer Bridge Inc,,Transportation and Warehousing,48,,,4400,
1039280,Netsol Technologies Inc,,Information,51,,,7372,
1039399,Formfactor Inc,,Manufacturing,33,,,3674,
1039466,Xsunx Inc,,Manufacturing,32,,,3081,
1039684,Oneok Inc /NEW/,,Transportation and Warehousing,48,,,4923,
1039757,Nxchain Inc.,"Agrivest Americas, Inc.@@@Robocom Systems International Inc","Professional, Scientific, and Technical Services",54,,,7373,
1039828,American Equity Investment Life Holding CO,,Finance and Insurance,52,,,6311,
1039889,P F Changs China Bistro Inc,,Accommodation and Food Services,72,,,5812,
1040130,Petmed Express Inc,,Retail Trade,44,,,5912,
1040161,"Pixelworks, Inc",,Manufacturing,33,,,3674,
1040270,United Refining CO /PA/,,Manufacturing,32,,,2911,
1040416,Inspire Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1040426,Syntel Inc,,"Professional, Scientific, and Technical Services",54,,,7371,
1040470,Aehr Test Systems,,Manufacturing,33,,,3825,
1040482,American Petro-Hunter Inc,,Construction,23,,,1389,
1040570,"Geoeye, Inc.",,Other Services (except Public Administration),81,,,4899,
1040593,Carrizo OIL & GAS Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1040719,Walter Investment Management Corp,,Finance and Insurance,52,,,6162,6798
1040721,"Wincash Apolo Gold & Energy, Inc.",Apolo Gold & Energy Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1040765,Vornado Realty LP,,Finance and Insurance,52,,,6798,
1040792,Helios & Matheson Analytics Inc.,Helios & Matheson Information Technology Inc.,"Professional, Scientific, and Technical Services",54,,,7380,
1040799,Four Oaks Fincorp Inc,,Finance and Insurance,52,,,6022,
1040829,"Ryman Hospitality Properties, Inc.",Gaylord Entertainment CO /DE,Finance and Insurance,52,Accommodation and Food Services,72,6798,7011
1040850,"Agritek Holdings, Inc.","Cannabis Medical Solutions, Inc.@@@Mediswipe Inc.",Retail Trade,45,Information,51,5960,4813
1040896,"Intellicheck Mobilisa, Inc.",,Information,51,,,7372,
1040971,SL Green Realty Corp,,Finance and Insurance,52,,,6798,
1041009,Revolutions Medical Corp,,Manufacturing,33,,,3841,
1041024,"Rockwell Medical, Inc.",Rockwell Medical Technologies Inc,Manufacturing,33,,,3845,
1041061,YUM Brands Inc,,Accommodation and Food Services,72,,,5812,
1041177,Sutor Technology Group LTD,,Manufacturing,33,,,3310,
1041368,Riverview Bancorp Inc,,Finance and Insurance,52,,,6035,
1041379,"Popeyes Louisiana Kitchen, Inc.",AFC Enterprises Inc,Accommodation and Food Services,72,,,5812,
1041429,Annapolis Bancorp Inc,,Finance and Insurance,52,,,6021,
1041514,NET 1 Ueps Technologies Inc,,Finance and Insurance,52,,,6099,
1041550,Hopfed Bancorp Inc,,Finance and Insurance,52,,,6022,6035
1041577,Atmi Inc,,Manufacturing,32,,,2810,
1041588,Access Power Inc,,Information,51,,,4813,
1041609,Mirenco Inc,,Manufacturing,33,,,3714,
1041657,"Urban One, Inc.","Radio One, Inc.",Information,51,,,4832,
104169,WAL Mart Stores Inc,,Retail Trade,45,,,5331,
1041803,Pricesmart Inc,,Retail Trade,45,,,5331,
1041859,"Childrens Place, Inc.",Childrens Place Retail Stores Inc,Retail Trade,44,,,5651,
1041954,ITC Deltacom Inc,,Information,51,,,4813,
1042046,American Financial Group Inc,,Finance and Insurance,52,,,6331,
104207,Walgreen CO,,Retail Trade,44,,,5912,
1042074,"Cymabay Therapeutics, Inc.",,Manufacturing,32,,,2834,
1042173,Scientific Learning Corp,,Educational Services,61,,,8200,
1042187,CTI Industries Corp,,Manufacturing,32,,,3060,
1042418,"Hedgepath Pharmaceuticals, Inc.",Commonwealth Biotechnologies Inc,"Professional, Scientific, and Technical Services",54,,,8731,
1042463,Linkwell Corp,,Manufacturing,32,,,2842,
1042610,TRB Systems International Inc,,Manufacturing,33,,,3751,
1042642,Dish DBS Corp,,Other Services (except Public Administration),81,,,4899,
1042728,CPC OF America Inc,,Manufacturing,33,,,3841,
1042729,Mercantile Bank Corp,,Finance and Insurance,52,,,6022,
1042773,Centerpoint Energy Resources Corp,,Utilities,22,,,4911,
1042776,"Piedmont Office Realty Trust, Inc.",,"Arts, Entertainment, and Recreation",71,,,6512,
1042783,DOT Hill Systems Corp,,Manufacturing,33,,,3572,
1042784,Golden Phoenix Minerals Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1042809,"A.C. Moore Arts & Crafts, Inc.",,Retail Trade,45,,,5945,
1042810,"Equity One, Inc.",,Finance and Insurance,52,,,6798,
1042821,Pervasive Software Inc,,Information,51,,,7372,
1042825,Power ONE Inc,,Manufacturing,33,,,3679,
1042893,Dril-Quip Inc,,Manufacturing,33,,,3533,
1043000,Capital Senior Living Corp,,Health Care and Social Assistance,62,,,8050,
1043121,Boston Properties LTD Partnership,,Finance and Insurance,52,,,6798,
1043156,Star Buffet Inc,,Accommodation and Food Services,72,,,5812,
1043186,American Electric Technologies Inc,,Manufacturing,33,,,3620,
1043219,Annaly Capital Management Inc,,Finance and Insurance,52,,,6798,
1043222,Chinawe COM Inc,,Finance and Insurance,52,,,6199,
1043277,C H Robinson Worldwide Inc,,"Professional, Scientific, and Technical Services",54,,,4731,
1043325,Centerline Holding CO,,Real Estate and Rental and Leasing,53,,,6500,
1043337,Stoneridge Inc,,Manufacturing,33,,,3714,
1043382,Solutia Inc,,Manufacturing,32,,,2800,
1043509,Sonic Automotive Inc,,Retail Trade,44,,,5500,
1043533,Abovenet Inc,,Other Services (except Public Administration),81,,,4899,
1043565,Potomac Futures Fund LP,,Finance and Insurance,52,,,6221,
1043604,Juniper Networks Inc,,Manufacturing,33,,,3576,
1043825,"Iron Eagle Group, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1090,
1043873,Novadel Pharma Inc,,Manufacturing,32,,,2834,
1043894,Enviro Voraxial Technology Inc,,Manufacturing,33,,,3559,
1043951,Campbell Fund Trust,,Finance and Insurance,52,,,6221,
1043961,Transgenomic Inc,,Manufacturing,33,,,3826,
1044082,"Georgia-Carolina Bancshares, Inc",,Finance and Insurance,52,,,6022,
1044378,Biocept Inc,,Health Care and Social Assistance,62,,,8071,
1044435,"P10 Industries, Inc.",Active Power Inc,Utilities,22,,,4911,
1044566,CNA Surety Corp,,Finance and Insurance,52,,,6351,
1044577,"China Precision Steel, Inc.",,Manufacturing,33,,,3312,
1044590,"Intermec, Inc.",,Manufacturing,33,,,3577,
1044650,Calais Resources Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1044777,Vasco Data Security International Inc,,"Professional, Scientific, and Technical Services",54,,,7373,
1045014,Gametech International Inc,,"Arts, Entertainment, and Recreation",71,,,7990,
1045150,"Official Payments Holdings, Inc.",Tier Technologies Inc,Other Services (except Public Administration),81,"Professional, Scientific, and Technical Services",54,7389,7373
1045309,W R Grace & CO,,Manufacturing,32,,,2800,
1045390,"Colombia Energy Resources, Inc.","Colombia Clean Power & Fuels, Inc","Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1045425,Rait Financial Trust,,Finance and Insurance,52,,,6798,
1045450,EPR Properties,Entertainment Properties Trust,Finance and Insurance,52,,,6798,
1045539,Kiantone Pipeline CO,,Manufacturing,32,,,2911,
1045540,Kwik FIL Inc,,Manufacturing,32,,,2911,
1045541,Kwik Fill Corp,,Manufacturing,32,,,2911,
1045542,United JET Center Inc,,Manufacturing,32,,,2911,
1045543,Bell OIL Corp,,Manufacturing,32,,,2911,
1045544,PPC Inc,,Manufacturing,32,,,2911,
1045545,Super Test Petroleum Inc,,Manufacturing,32,,,2911,
1045546,Vulcan Asphalt Refining Corp,,Manufacturing,32,,,2911,
1045547,"United Store Holdings, Inc.",Independent Gasoline & OIL CO OF Rochester,Manufacturing,32,,,2911,
10456,Baxter International Inc,,Manufacturing,33,,,3841,
1045609,"Prologis, Inc.",AMB Property Corp,Finance and Insurance,52,,,6798,
1045610,"Prologis, L.P.",AMB Property LP,Real Estate and Rental and Leasing,53,,,6500,
1045742,Live Ventures Inc,Livedeal Inc,"Professional, Scientific, and Technical Services",54,,,7371,
